time,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres
1/13/2019,3,-0.6,6.2,0,,,5.1,1018.4
1/14/2019,4.4,1,7,4.3,,,7.3,1013.7
1/15/2019,8.8,3.8,14.4,0.5,,,12.9,1016.6
1/16/2019,9.9,3.9,15,0,,,10,1015.7
1/17/2019,6.4,1,10.2,3,,120,17.5,1005.7
1/18/2019,2.1,-0.2,7,9.9,,276,25.2,
1/19/2019,1.3,-2.8,5.2,0,,,8.4,1016.4
1/20/2019,2.3,-2.4,7.4,0,,,5.3,1021.1
1/21/2019,3.3,-1.6,7.6,0,,,4.8,
1/22/2019,4.7,-0.4,10,0,,,10,
1/23/2019,4.8,0,9.4,0,,,5.7,1019.4
1/24/2019,5.6,1,10,0,,,6,1022.8
1/25/2019,7.5,1.6,12.4,0,,,11.7,1018.5
1/26/2019,9.3,5,13.6,0,,,11,1019.4
1/27/2019,11.3,5.6,15.4,0,,,6.8,1019.8
1/28/2019,10.2,8.4,13,6.1,,105,11.4,1014.9
1/29/2019,8.6,5.2,13,5.8,,280,20.7,1011.6
1/30/2019,8,2,12.8,2.3,,,10.4,1019.3
1/31/2019,9.2,4.4,14.4,0,,,6.6,1017.6
2/1/2019,9.4,5,13.2,0,,288,19.9,1016.3
2/2/2019,9.3,5.6,13.2,0,,290,11.5,1014.9
2/3/2019,5.3,2,10,0,,284,12.3,1014.6
2/4/2019,3.7,-0.2,8.4,0,,282,15.6,
2/5/2019,4.1,-0.4,8.2,0,,,9.1,
2/6/2019,5.3,0.5,10.6,0,,,6.3,1029
2/7/2019,6.7,1,11.4,0,,,4.8,1023.1
2/8/2019,8.3,4.8,12.4,0,,,4,1020
2/9/2019,9.1,5.6,12.2,0,,,6.5,1016.6
2/10/2019,9.1,3.7,13.8,1.3,,,12.7,1015.5
2/11/2019,5.1,3,7,0.3,,,8,1014.2
2/12/2019,5.8,2,11.4,14,,288,17.1,1014.4
2/13/2019,6.6,1.6,11.6,0,,,7.1,1020.5
2/14/2019,8.4,2.6,12.2,0,,,6.2,1019.4
2/15/2019,10.4,6.8,13.4,0,,,8.6,1015.7
2/16/2019,7.9,5,11.4,2.8,,289,21.3,1010.9
2/17/2019,5.7,3,9.8,0,,273,29.2,1012.2
2/18/2019,5.6,-0.2,10.4,0,,266,14.6,1010.7
2/19/2019,5.3,2,10.2,0,,277,20.2,1008.5
2/20/2019,4.6,-1,9,0,,223,11.1,1021.3
2/21/2019,5.8,1,10,0,,,6,1022
2/22/2019,7.8,3.9,11.6,0,,,9.2,1018.5
2/23/2019,8.9,4,13.4,0,,,10.7,1019.8
2/24/2019,9.8,5,14.6,0,,,8.2,1019
2/25/2019,8.7,6,13.4,0,,270,13.6,1017.8
2/26/2019,8.6,2.8,14,0,,,8.6,1013.7
2/27/2019,8.8,6.8,11,0,,,11.8,1004.4
2/28/2019,8.3,5,12.6,0.3,,,10.9,1003
3/1/2019,7.6,5.4,11.2,0.8,,293,12,999.8
3/2/2019,8.2,2.6,12.2,0,,278,25.7,1006
3/3/2019,9.3,4,14,0,,280,16.2,1010.5
3/4/2019,10.4,4.8,14.8,0,,,8.6,1013.6
3/5/2019,10.6,5.8,15.4,0,,266,13.1,1014.7
3/6/2019,11.1,6.2,15,0,,,7.7,1015.4
3/7/2019,11.9,9,15.4,0,,288,9.2,1012.8
3/8/2019,9.8,6,14.4,0,,334,15.2,1015.3
3/9/2019,6.9,3,12.4,0,,245,17.3,1020.8
3/10/2019,8.2,2.6,13,0,,,8.3,1018.7
3/11/2019,9.9,5,15,0,,,10.5,1014.7
3/12/2019,11.8,5.3,16.8,0,,,8,1017.8
3/13/2019,12.7,7.4,19.2,0,,,8.4,1016.7
3/14/2019,15.2,9.4,19.2,0,,,9.5,1013.7
3/15/2019,9.7,5,16,1.5,,301,14.6,1010.7
3/16/2019,12.5,4.2,17.4,8.6,,,18.8,1012.3
3/17/2019,9.1,4.7,14.6,0,,301,13.6,1006.2
3/18/2019,8.7,5,14.4,12.7,,280,30,1007.2
3/19/2019,9.2,1.8,14.5,0,,266,12.6,1014.4
3/20/2019,8.8,6,12.4,0,,252,11.5,1014.8
3/21/2019,7.8,4.8,12.2,0,,273,15.2,1015.8
3/22/2019,8.8,1,14.5,0,,,8.5,1017.3
3/23/2019,12.3,7,15.6,0,,,7.7,1016.2
3/24/2019,13.7,10,16.4,0,,112,13.5,1012
3/25/2019,11,9,14,4.8,,67,13.8,1009.1
3/26/2019,9.4,8,12,13.5,,,7.1,1009.8
3/27/2019,10.6,6.8,14.7,18.5,,284,16.2,1013.9
3/28/2019,10.4,8,15.4,0,,259,15.3,1015.5
3/29/2019,11.8,7,15.8,2,,245,12.4,1016.9
3/30/2019,14.2,10.4,17.4,0,,,8,1016.8
3/31/2019,13.7,11,19,0,,,11.3,1016.4
4/1/2019,12.7,9.4,17.4,25.1,,61,12.5,1007.8
4/2/2019,12.4,8,16.4,17.5,,283,17.6,1011.4
4/3/2019,13.8,8.3,17.1,0,,284,11.7,1015.4
4/4/2019,14.6,9,19.6,0,,,9.4,1016.6
4/5/2019,17.3,10,21.4,0,,,7.9,1018.1
4/6/2019,16.4,13.3,20.7,0.3,,87,14.4,1015.8
4/7/2019,14.6,12,19.4,1.5,,,7.4,1014.1
4/8/2019,15.9,11.4,20.4,3.3,,280,17.6,1009.8
4/9/2019,16.9,10.8,21.4,0,,249,16.1,1010.7
4/10/2019,17.6,11.6,21.1,0,,279,11.7,1012.6
4/11/2019,19.2,12.6,24,0,,,10.9,1013
4/12/2019,16.2,12.4,22,0.3,,,15.2,1012
4/13/2019,15.9,11,21.6,3.3,,,16.1,1011.8
4/14/2019,15.8,8.5,22,0,,271,17.1,1012.6
4/15/2019,18.6,10,25.2,0,,,15.2,1012.6
4/16/2019,18.6,13.8,23,0,,224,10,1012.9
4/17/2019,21.3,14.5,25.6,0,,94,10.5,1009.7
4/18/2019,18.1,16,21,0,,305,11.2,1011
4/19/2019,14.8,10,20,12.4,,,8.6,1010.7
4/20/2019,15.2,13,20,0.5,,,14.4,1008.9
4/21/2019,15.2,8,20.4,0,,259,9.4,1010.3
4/22/2019,12.9,9,17.4,0,,297,15.5,1007.8
4/23/2019,8.4,5,14.6,0.8,,283,24.6,1013.2
4/24/2019,8.9,1.8,14,0,,247,13.3,1021.5
4/25/2019,11.1,4.4,15.4,0,,227,10.9,1022.3
4/26/2019,12.5,6.8,16,0,,325,11.4,1021.2
4/27/2019,15,8.6,19.2,0,,,8.3,1020
4/28/2019,17.1,12.6,20.2,0,,,9.7,1016.5
4/29/2019,18.6,12.8,23.6,0,,288,15.9,1014.6
4/30/2019,17.9,16,22.5,0,,334,9.5,1014.9
5/1/2019,19.9,11.8,24.8,0,,,7.9,1015.6
5/2/2019,22.7,16,27.6,0,,,8.4,1013.3
5/3/2019,23.4,18.8,28.5,0,,,15.8,1013
5/4/2019,22.2,17.4,28.4,0,,51,16.7,1013.1
5/5/2019,23.1,16.6,27.4,1,,,12.1,1014.1
5/6/2019,23.9,17,28.6,0.3,,,13.6,1014.3
5/7/2019,24.5,18,29.4,0,,,12.4,1011.7
5/8/2019,23.8,17.8,28.4,0,,271,17.4,1010.6
5/9/2019,24.2,20,30.2,0,,266,14.6,1011.2
5/10/2019,21.6,17.6,28,0.8,,351,18.3,1012.2
5/11/2019,23.2,16.4,28.5,0.8,,291,13.3,1013
5/12/2019,24.7,18,29.6,0,,282,10.3,1014.2
5/13/2019,25.7,18,31,0,,278,12.9,1013.1
5/14/2019,25.4,19.4,30.4,0,,,11.8,1013.9
5/15/2019,24.4,21,30,0,,256,16.7,1012.9
5/16/2019,24.2,16.4,30,0,,270,16.7,1012.1
5/17/2019,24.6,19,30.4,0,,264,15.6,1011.1
5/18/2019,24.9,16.8,31,0,,268,16.2,1011.2
5/19/2019,25.4,18.2,31,0,,268,13.1,1011.3
5/20/2019,24.7,20,30.4,0,,278,22.6,1011.7
5/21/2019,23.6,17,29.2,0,,247,13.3,1012.1
5/22/2019,20.1,14.2,25,2.8,,260,14.1,1015.2
5/23/2019,22.7,15.6,29,0,,230,7.4,1013.4
5/24/2019,26.8,20,32,0,,286,15,1012.5
5/25/2019,26.9,21.8,34.2,0,,289,15.3,1015.9
5/26/2019,27.4,21.3,35,0.5,,301,14.6,1014.5
5/27/2019,28.1,22,34.3,0,,34,10.2,1012.8
5/28/2019,26.2,18.3,33,0,,271,15.3,1012.2
5/29/2019,24.3,19,32.2,0,,265,17.4,1012.6
5/30/2019,23.5,17.6,29.4,0,,258,16.8,1012.5
5/31/2019,21.7,17.5,27.6,0,,236,18.9,1014
6/1/2019,23.1,15.2,28.5,0,,251,13,1014.8
6/2/2019,24.7,18,29.2,0,,133,11.8,1016.7
6/3/2019,26.1,20.8,31,0,,157,9.4,1016.3
6/4/2019,28.1,20.2,33,0,,126,10,1014.5
6/5/2019,29.8,22.4,34.5,0,,98,10.3,1014.1
6/6/2019,30.8,23.6,37,0,,81,8.4,1013.8
6/7/2019,32.4,27,36.6,0,,117,9.4,1013.2
6/8/2019,32.3,27,37.4,0,,231,12.6,1012.6
6/9/2019,29.1,24.9,36.4,1,,262,19.3,1012.5
6/10/2019,27.9,20.6,33,0,,249,11.4,1013.8
6/11/2019,28.4,23,33,0,,159,8.9,1014.3
6/12/2019,29.9,24.2,34,0,,106,10.9,1009.8
6/13/2019,30.4,23.8,35,0,,192,10.3,1006.4
6/14/2019,29.3,24,35.2,0,,275,12.4,1007.8
6/15/2019,29.2,22.6,34,0,,175,10.6,1010.9
6/16/2019,31,22.6,36.2,0,,119,7.5,1009.1
6/17/2019,31.9,25.6,37.4,0,,301,9.3,1007.1
6/18/2019,31.7,24.6,36.4,0,,267,11.5,1006.6
6/19/2019,30.2,25.6,36,0,,234,7.7,1003.9
6/20/2019,30.6,22.6,36.4,0,,213,13.5,1005.4
6/21/2019,31.4,26,38.6,0,,281,12.3,1004
6/22/2019,30.4,21.6,36.8,0,,269,13.2,1007.5
6/23/2019,32.9,26,38.2,0,,296,8.5,1010
6/24/2019,34.2,27,38.6,0,,105,10,1010.4
6/25/2019,34.8,28,39,0,,109,10.9,1010
6/26/2019,33.1,28,39,0,,234,8.4,1009.5
6/27/2019,31.5,25,36.5,0,,161,10.8,1008.3
6/28/2019,31.7,24.5,37.4,0,,228,10,1003.7
6/29/2019,33.5,26.6,38.4,0,,82,9.7,1001.6
6/30/2019,34.2,28,40.2,0,,73,9.7,1001
7/1/2019,29.3,24,37.4,0,,270,19.4,1002.3
7/2/2019,26,17.6,33,0,,274,19.6,1008.8
7/3/2019,29.1,21.8,34,0,,161,12.3,1010.9
7/4/2019,32.6,25.4,38.6,0,,110,9.8,1007.1
7/5/2019,32.1,25,38.4,0,,271,10.5,1004.1
7/6/2019,32.2,24,38,0,,173,13.9,1003.1
7/7/2019,31.3,26,39,0,,256,11.8,1002.5
7/8/2019,30.7,22,37.2,0,,285,12.6,1004.2
7/9/2019,30.8,25,37.8,0,,275,14,999.8
7/10/2019,28.7,22.8,34.6,0,,275,19.9,1001.6
7/11/2019,31.3,22,36.8,0,,164,13.3,1003.1
7/12/2019,34.9,28,40.2,0,,59,10.7,1002.5
7/13/2019,34.7,28.6,39.6,0,,287,11.4,1001.5
7/14/2019,34.6,30,40.8,0,,308,11.7,1001.3
7/15/2019,34.6,26.6,40.7,0,,192,15.8,1002
7/16/2019,37.5,33.6,41.4,0,,107,20.8,1001.5
7/17/2019,37.4,34,41.6,0,,104,20.7,1002.5
7/18/2019,35.9,32,41.1,0,,102,13.9,1004
7/19/2019,35.2,29.4,40.6,0,,86,11.5,1005.7
7/20/2019,35.2,27.4,40.8,0,,86,10.3,1008.9
7/21/2019,34.7,28.6,39.2,0,,169,12.3,1010.7
7/22/2019,34.8,30.6,39.4,0,,77,13.4,1008.5
7/23/2019,33.8,29.8,38.8,0,,24,10.1,1006.3
7/24/2019,33.3,27,38.2,0,,115,9.5,1006.3
7/25/2019,34.6,29.4,39.8,0,,93,9.5,1004.7
7/26/2019,34.3,29,39.4,0,,88,11.8,1003.1
7/27/2019,33.8,24.8,38,0,,148,15.6,1001.5
7/28/2019,33.4,29,39.4,0,,114,15,1000.4
7/29/2019,30.9,23.5,37,0,,270,13.9,1003.6
7/30/2019,32.5,24.4,38.6,0,,281,12.6,1004.7
7/31/2019,33.9,26,40,0,,296,11.2,1004.2
8/1/2019,35.4,28.4,40.4,0,,78,9.4,1003.4
8/2/2019,35.1,28,39.8,0,,105,15.9,1002.9
8/3/2019,32.4,26.9,40,0,,310,14.7,1000
8/4/2019,32.2,23.6,38.2,0,,281,13.5,1000.8
8/5/2019,33.9,28,40.6,0,,263,10.8,998.5
8/6/2019,29.6,23,37.6,0,,274,17,1003.5
8/7/2019,30.6,21.8,37,0,,244,12.4,1007.6
8/8/2019,32.1,25.6,38,0,,206,11.1,1007.3
8/9/2019,32.2,25.6,36.8,0,,108,11.7,1008
8/10/2019,32.6,27.6,37,0,,145,9.7,1006
8/11/2019,31.6,26,38,0,,294,13.1,1005.3
8/12/2019,28.8,21.8,34.4,0,,255,12,1009.7
8/13/2019,28.9,23.6,33.4,0,,240,9.5,1011.1
8/14/2019,27.7,23,32,0,,176,11.5,1013.5
8/15/2019,29.1,23,34,0,,200,8.8,1012.9
8/16/2019,30.1,24,35.4,0,,72,10.2,1010.5
8/17/2019,30.3,23.8,36,0,,96,10.6,1008.3
8/18/2019,30.6,24.4,35.4,0,,23,10.8,1009.3
8/19/2019,31.1,24.8,36.4,0,,247,9.7,1012
8/20/2019,30.1,23.8,35.2,0,,290,9.8,1014.1
8/21/2019,29.2,24,34.4,0,,270,8.6,1013.7
8/22/2019,29.2,24,34,0,,250,9.1,1012.4
8/23/2019,29.4,23,34.2,0,,66,10.8,1013
8/24/2019,30.1,23.8,35,0,,152,11.2,1013.2
8/25/2019,30.9,24,36.2,0,,66,11.7,1011.1
8/26/2019,30.1,24,35.2,0,,197,10.5,1012.5
8/27/2019,28.9,24,34.4,0,,60,9.5,1013.8
8/28/2019,29.9,25,36,0,,323,11.4,1010.9
8/29/2019,28.4,22.8,34.4,0,,257,12.1,1012.6
8/30/2019,27.5,21.8,33,0,,194,12.6,1013.3
8/31/2019,28.6,24.3,32.6,0,,153,10.6,1010.7
9/1/2019,27.7,22,32.4,0,,217,10.6,1009.3
9/2/2019,27.9,22,32.8,0,,221,9.6,1009.2
9/3/2019,27.1,21.7,33,0,,291,17.6,1006.9
9/4/2019,26.3,19.6,31.2,0,,163,13.3,1009.6
9/5/2019,27.2,21.6,32,0,,187,9.6,1010.3
9/6/2019,27.5,21.6,33,0,,256,8.4,1011.3
9/7/2019,28.2,22,33.6,0,,88,10,1007.4
9/8/2019,24.8,20,31.4,0,,277,14.8,1006.6
9/9/2019,23,16,29.2,0,,247,13.2,1011.9
9/10/2019,23.6,18,28,0,,180,10.8,1013.9
9/11/2019,24.2,20.3,28.6,0,,168,9.9,1014.8
9/12/2019,22.7,18,28.6,0,,241,11.7,1014.6
9/13/2019,21.6,15.6,27.6,0,,243,12.6,1014.8
9/14/2019,23.1,17.6,28,0,,257,10.3,1016.8
9/15/2019,25.1,19.5,29.6,0,,74,9.6,1017.4
9/16/2019,26.9,20,32.2,0,,96,9.2,1018
9/17/2019,28.3,21.6,33.6,0,,58,8.8,1015.4
9/18/2019,29.7,23.8,36.4,0,,9,8.2,1013.7
9/19/2019,29.6,23,36.4,0,,311,7.7,1013.1
9/20/2019,29.6,22.8,35.4,0,,249,8.8,1012.5
9/21/2019,29.2,23.6,36.4,0,,297,11.6,1010
9/22/2019,26.1,21,34.4,0,,293,17.4,1010.1
9/23/2019,26.3,20,32,0,,125,10,1014
9/24/2019,27.8,21.5,34,0,,300,8,1012.2
9/25/2019,26.4,21,32.2,0,,296,11.8,1012.9
9/26/2019,27.5,19,34.4,0,,300,13.4,1014.1
9/27/2019,29.6,23,35.2,0,,291,11.2,1014
9/28/2019,28,22,33.2,0,,293,21.6,1011.5
9/29/2019,26.2,19.6,32.4,0,,276,13.7,1011.1
9/30/2019,25.5,20,32.2,0,,277,12.4,1011.5
10/1/2019,23.9,18,29.2,0,,141,9.7,1012.3
10/2/2019,24,20,29.9,0,,295,15.2,1014.5
10/3/2019,23.6,17.2,29.2,0,,251,9.4,1015.1
10/4/2019,23.6,19.6,29.4,0,,242,8.8,1012
10/5/2019,21.5,16.6,26.2,0,,234,9.4,1013.6
10/6/2019,21.4,15,27,0,,252,7.3,1011.4
10/7/2019,23.1,15.8,28.6,0,,302,18.1,1013.5
10/8/2019,23.7,18,29.6,0,,290,13.2,1020.2
10/9/2019,24.6,18.8,30.4,0,,292,14.6,1019.2
10/10/2019,22.9,16.6,28.2,0,,91,8,1020.8
10/11/2019,22.7,17.4,27.6,0,,261,6.8,1019.9
10/12/2019,22.8,18,29,0,,289,7.5,1017.5
10/13/2019,19.2,15,24.2,0,,288,15.8,1021.6
10/14/2019,19.7,15.4,23.8,0,,193,6.8,1026.2
10/15/2019,20.2,15.2,24.4,0,,271,7.4,1023.5
10/16/2019,21.2,15,26.4,0,,303,9.1,1020.2
10/17/2019,21.1,15,26.2,0,,70,7.4,1021.3
10/18/2019,20.8,15.6,26,0,,87,6.9,1019.6
10/19/2019,21,15.8,26.6,0,,284,6.7,1018.2
10/20/2019,19.2,17,22.5,0,,27,11,1019
10/21/2019,18.3,14,23,0,,239,9.8,1019.7
10/22/2019,14.9,13,18,0,,97,7.9,1020.5
10/23/2019,14.1,10.8,18.2,11.2,,233,9.3,1020.1
10/24/2019,15.7,11.9,20.8,2.3,,241,7.4,1020.2
10/25/2019,14.2,12.6,16.6,11.9,,206,6.3,1019.4
10/26/2019,13.5,11,16,20.1,,239,6.4,1018.4
10/27/2019,14.7,11.4,17.4,0,,197,6.8,1018.6
10/28/2019,14.2,10.7,17.4,0,,118,8.5,1017.5
10/29/2019,15.2,10.6,19.8,20.8,,276,8.5,1015.9
10/30/2019,15.1,12,20.4,0,,279,9.8,1014.5
10/31/2019,15,9.6,19.4,0.5,,260,8.5,1015.8
11/1/2019,15,12,18.6,0,,189,6.6,1016.2
11/2/2019,15.3,11.7,19.4,0,,290,6.8,1015.9
11/3/2019,14.7,11,20.2,0,,283,15.8,1019.3
11/4/2019,13.7,11,17.4,0,,228,7.4,1023
11/5/2019,13.6,9,18,0,,205,6.3,1023
11/6/2019,12.9,9.6,17.2,0,,181,5.9,1021.4
11/7/2019,13.2,8.4,17,0,,259,8.1,1020.8
11/8/2019,13.3,8.8,17.4,0,,275,6.5,1021.9
11/9/2019,13.3,8.8,18.2,0,,285,9.8,1023.3
11/10/2019,13.1,8.5,18,0,,296,7.4,1025.4
11/11/2019,12.2,9,17.6,0,,267,5.6,1025.3
11/12/2019,12.4,7,19.4,0,,279,4.7,1023.4
11/13/2019,12.7,7,19.2,0,,256,4.9,1021.7
11/14/2019,10.9,7,16.4,0,,280,7.5,1021.5
11/15/2019,9,5.5,14.5,0,,287,17.7,1020.4
11/16/2019,2.6,0.9,6.1,0,,240,10.9,1025.1
11/17/2019,4.7,1,8,,,249,9.2,1027.1
11/18/2019,3.2,0.8,4.4,2.5,,228,7.3,1024.2
11/19/2019,5.2,1,9,2,,263,10.9,1020.6
11/20/2019,4.1,1.4,6.5,17.3,,267,10,1018.6
11/21/2019,6.2,1.6,12,0,,274,9.6,1020.2
11/22/2019,5.6,2.8,9.4,0,,245,6.5,1023.9
11/23/2019,5.3,2.6,9.4,0,,266,8.6,1025.1
11/24/2019,4.9,1.8,8,0,,213,8.8,1026.7
11/25/2019,5.5,4,8.4,0,,215,6.6,1025.2
11/26/2019,5.6,2.4,10.2,0,,227,6.4,1024.2
11/27/2019,6.4,3,10.2,0,,233,6,1023.3
11/28/2019,8.1,4.6,11.4,0,,224,5.7,1021.8
11/29/2019,9.8,6.6,14.4,0,,216,7,1021.6
11/30/2019,10.9,6.6,15.4,0,,282,11.7,1018.9
12/1/2019,10.4,5.8,16,0,,281,5.1,1018.7
12/2/2019,9.9,6.2,13,0,,347,8.9,1017.6
12/3/2019,8.8,7,11,0.8,,358,8.4,1016.2
12/4/2019,8.6,4,12.6,14,,283,10.8,1016.9
12/5/2019,8.3,4.8,12.6,0,,268,6.3,1020.8
12/6/2019,9.5,5.4,12.4,0,,141,6.3,1024.3
12/7/2019,9.4,8.4,10.4,0,,117,9.4,1020.5
12/8/2019,7.4,5,10.8,3,,57,9.1,1013.5
12/9/2019,7.1,3.2,10.2,3.8,,283,19.9,1015.8
12/10/2019,7.2,2.6,11.6,0,,265,5.9,1018.6
12/11/2019,7.1,4,12,0,,280,14,1016
12/12/2019,5.9,2,10,0,,249,5.7,1018.3
12/13/2019,5.7,4,7,0,,225,6.5,1017.7
12/14/2019,6.8,3,11.2,0,,236,6.2,1021.3
12/15/2019,7.3,4,11.4,0,,252,7,1020.9
12/16/2019,8.3,4.4,11.6,0,,230,7,1020.9
12/17/2019,6.7,4.9,9,1,,221,10.6,1022.8
12/18/2019,6.2,2.4,10.4,0,,282,12.7,1027.6
12/19/2019,6.9,2.8,11.6,0,,282,6.7,1027.9
12/20/2019,7.9,3,14,0,,281,6.5,1024
12/21/2019,7.4,3,13.2,0,,248,4.2,1024.4
12/22/2019,7.2,4,11.5,0,,275,6,1022.8
12/23/2019,8.2,2.6,15.4,0,,257,4.8,1018.9
12/24/2019,8,3.8,13.4,0,,263,5.1,1021.2
12/25/2019,7.7,3.6,13.6,0,,161,4,1020.8
12/26/2019,7.7,2.8,12.4,0,,305,5.5,1016.5
12/27/2019,9.7,4.4,14.2,0,,236,4.3,1012.8
12/28/2019,8.4,5.6,12,1.5,,273,18,1014.7
12/29/2019,7.9,3.5,12.6,0,,281,13.1,1019.5
12/30/2019,8,3,12.4,0,,282,9.7,1021.2
12/31/2019,5.6,3,9,0,,197,9,1016.5
1/1/2020,5.8,1,10.6,0.3,,275,10.5,1013.5
1/2/2020,6.3,2.8,10.4,0,,291,8.8,1017.1
1/3/2020,6.8,3.8,10,0,,260,6.3,1020.5
1/4/2020,5.6,3.6,8,0,,89,10.3,1016.2
1/5/2020,4.1,2,8,4.1,,299,19.3,1011.9
1/6/2020,3.9,-0.5,8.5,0,,278,7.2,1019.9
1/7/2020,5.1,0.8,9.4,0,,307,6.1,1023.4
1/8/2020,6.1,0.2,10.2,0,,127,7.1,1019.3
1/9/2020,4.7,0.7,8.4,0.3,,313,11.2,1014.4
1/10/2020,4.1,0.8,7.4,2.8,,279,8,1014.3
1/11/2020,3,0,8.2,0,,287,13.2,1015.2
1/12/2020,2.9,-1,7.4,0,,285,9.6,1018.4
1/13/2020,3.7,0.5,7.6,0,,262,10,1017.3
1/14/2020,3.7,0,7,0,,281,12.5,1023.6
1/15/2020,4.4,0,8.4,0,,280,7.7,1026.3
1/16/2020,4.6,2.4,8,0,,322,5.9,1028
1/17/2020,4.2,3,6,0,,140,8.6,1026.2
1/18/2020,2.6,1.6,4.4,0,,276,6.4,1019.6
1/19/2020,0.7,-0.6,2.6,1,109,342,4,1019.7
1/20/2020,1.5,-0.2,5.2,6.9,10,279,9.8,1021.3
1/21/2020,2.4,-1.5,4.6,0,30,255,6.8,1020.8
1/22/2020,3,1,6,0,20,148,13,1020.3
1/23/2020,2.4,0,5.2,10.7,30,265,14.5,1014.1
1/24/2020,3.7,-1.4,8.5,0,,248,9.7,1015.8
1/25/2020,3.5,0.6,7.2,0,,293,8.7,1020.8
1/26/2020,2.9,-1.2,7,0,,281,9.3,1020.7
1/27/2020,3.9,-1,8.2,0,,282,8.9,1023.3
1/28/2020,4.7,1,9,0,,309,6.6,1023.3
1/29/2020,4.8,0,9.2,0,,328,6.2,1019.1
1/30/2020,5.9,1,10.4,0,,291,17.3,1017.7
1/31/2020,6.7,1.4,12.4,0,,288,10,1014.8
2/1/2020,6.2,3,11,0,,316,17,1010.2
2/2/2020,3.4,1,7.2,1.3,,278,30.7,1015
2/3/2020,3.4,-2,7.3,0,,278,9.8,1019.5
2/4/2020,6.7,0.6,11.2,0,,290,14,1014
2/5/2020,8.9,3.6,12.8,0,,277,29.4,1016.9
2/6/2020,10.7,4.4,16,0,,283,19.6,1019.1
2/7/2020,12.6,4.8,18,0,,288,10.5,1016.3
2/8/2020,13.5,10,18.6,0,,230,12.4,1009.1
2/9/2020,8.9,5,13.6,0,,280,20.2,1010.2
2/10/2020,3.3,0.3,7.3,0,,263,22.3,1011.9
2/11/2020,-2.4,-6,1,3.6,30,274,28.2,1012.1
2/12/2020,-1.7,-7.4,1.2,0,,272,20.5,1018.1
2/13/2020,5.9,-2.2,10.4,0,,319,8.4,1022.7
2/14/2020,6.3,-1,12.6,0,,289,22.4,1020.9
2/15/2020,3.1,-3,7.8,0,,160,13.7,1029.4
2/16/2020,5.9,0.8,9.4,0,,173,7.4,1026.4
2/17/2020,6.7,5,9,0,,348,10.8,1024.2
2/18/2020,9.1,3,14.4,0,,260,7.5,1026.7
2/19/2020,9.7,6.2,12,0,,118,8.2,1022.8
2/20/2020,5.6,4,10,4.3,,162,11,1013.8
2/21/2020,9.4,2.2,14.1,1,,291,13.1,1015.8
2/22/2020,11.8,5.8,16.2,0,,35,8.5,1019
2/23/2020,13.1,8,17.2,0,,305,13.7,1019.7
2/24/2020,13.9,10.8,18.4,0,,341,8.9,1017.5
2/25/2020,9.6,8,11.2,13.2,,25,7.9,1012.4
2/26/2020,5.4,2,10.4,55.6,,285,18.7,1010.1
2/27/2020,7.3,1,12,7.4,,281,8.5,1020.2
2/28/2020,9.4,3.4,14.4,0,,282,5.2,1018.4
2/29/2020,10.9,5.6,15.2,0,,142,8.8,1014.4
3/1/2020,13.7,8.5,17,0,,84,9.2,1011.5
3/2/2020,7.6,4,11.4,1.3,,281,29.6,1011
3/3/2020,6.2,1,12.2,0,,275,21.5,1015.8
3/4/2020,9.6,3,15,0,,267,10.3,1020
3/5/2020,11.6,5.8,16.4,0,,296,6.4,1019.5
3/6/2020,13.5,6,18.8,0,,337,5.4,1017.8
3/7/2020,13.5,8.6,17,0,,112,11.3,1018.2
3/8/2020,12.1,9,16.8,0,,267,9.6,1018.8
3/9/2020,11.4,5.8,16.4,0,,300,7.6,1022.1
3/10/2020,12.7,6.4,18.2,0,,318,7.7,1021.3
3/11/2020,13.6,6.6,19.4,0,,355,5.3,1019.4
3/12/2020,16.4,8.4,22.4,0,,329,8.4,1018.3
3/13/2020,17.4,11.6,21.4,,,50,7.1,1019.3
3/14/2020,16.7,15,21.2,,,74,11.2,1013.1
3/15/2020,15.4,11.6,20.2,0,,276,13.2,1011.4
3/16/2020,16.8,11,21.2,0,,12,6.8,1014.7
3/17/2020,18.3,15,21,0,,90,12.4,1016.2
3/18/2020,16.4,11.4,21,0,,98,15.3,1013.7
3/19/2020,14.8,12,19,0.5,,326,9.8,1010.8
3/20/2020,14.7,9.6,19.2,0.3,,290,10.9,1011.2
3/21/2020,14.8,10.8,18.6,0,,20,13.1,1010.5
3/22/2020,10,5,14.6,0.5,,265,13.8,1007.6
3/23/2020,7.4,2.6,12.2,18,,280,19,1007.4
3/24/2020,10.7,5.5,16.4,0,,260,10.2,1012.8
3/25/2020,11.4,7,16.4,0,,164,9.2,1015.8
3/26/2020,12.2,7,15.6,20.6,,291,10.4,1019
3/27/2020,12.3,9.4,16,0,,74,8.2,1019.4
3/28/2020,15.1,9.6,18,0,,78,10.3,1015
3/29/2020,10.4,9,16,1.5,,109,9.4,1007.7
3/30/2020,11.2,6.8,16.6,14.5,,290,17.3,1006.8
3/31/2020,12.1,7,16.5,1.3,,271,28.3,1011.3
4/1/2020,13.5,8.4,18.2,0,,262,12.6,1015.9
4/2/2020,15.2,8,20.4,7.1,,50,11.3,1011.5
4/3/2020,17.2,13.6,21.4,3.3,,298,14.9,1012.3
